State,APMC,Commodity,Min Price,Modal Price,Max Price,Commodity Arrivals,Commodity Traded,Unit,Date
UTTAR PRADESH,DADRI UP,CUCUMBER,"1,200","1,200","1,200",15,15,Qui,23-09-2024
UTTAR PRADESH,DEORIA,TOMATO,"2,450","2,450","2,450",15,15,Qui,23-09-2024
UTTAR PRADESH,DEORIA,PUMPKIN,"1,350","1,350","1,350",15,15,Qui,23-09-2024
UTTAR PRADESH,HASANPUR APMC,ONION,"2,000","2,000","2,000",15,15,Qui,23-09-2024
UTTAR PRADESH,LALITPUR,WHITE PEAS,"3,800","3,800","3,800",15,15,Qui,23-09-2024
UTTAR PRADESH,NOIDA APMC,BRINJAL,"2,210","2,210","2,210",15,15,Qui,23-09-2024
UTTARAKHAND,KICHHA,RIDGE GOURD (TURAI),"1,000","1,000","1,000",15,15,Qui,23-09-2024
UTTARAKHAND,RAMNAGAR,BANANA,"1,400","1,400","1,400",15,15,Qui,23-09-2024
WEST BENGAL,KALNA SUB MARKET YARD,PUMPKIN,"2,000","2,000","2,000",15,15,Qui,23-09-2024
WEST BENGAL,MOHAMAD BAZAR KRISHAK BAZAR,POINTED GOURD (PARWAL),"3,000","3,000","3,000",15,15,Qui,23-09-2024
WEST BENGAL,SHEORAPHULI,RIDGE GOURD (TURAI),"4,650","4,650","4,650",15,15,Qui,23-09-2024
WEST BENGAL,SHEORAPHULI,BITTER GOURD,"5,100","5,100","5,100",15,15,Qui,23-09-2024
HARYANA,BARWALA HISAR,COTTON,"7,051","7,916","7,916",14,14,Qui,23-09-2024
HARYANA,BARWALA HISAR,APPLE,"3,500","5,500","5,500",14,14,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,BOTTLE GOURD,"1,200","1,200","9,000",14,14,Qui,23-09-2024
HARYANA,HANSI,CABBAGE,"2,000","2,000","2,000",5,14,Qui,23-09-2024
HARYANA,KHARKHODA,BOTTLE GOURDE,"1,000","1,300","1,300",12,14,Qui,23-09-2024
HARYANA,PALWAL,CABBAGE,"1,500","1,600","1,600",14,14,Qui,23-09-2024
HARYANA,SIRSA,RADDISH,"1,800","2,500","2,500",14,14,Qui,23-09-2024
HARYANA,SOHNA,ONION,"4,000","4,000","4,000",14,14,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA,CABBAGE,"4,000","4,000","4,000",14,14,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA,ONION,"5,200","5,200","5,200",14,14,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA,TOMATO,"5,200","5,200","5,200",14,14,Qui,23-09-2024
HIMACHAL PRADESH,UNA,ONION,"5,200","5,200","5,200",14,14,Qui,23-09-2024
MAHARASHTRA,AHMEDNAGAR,JOWAR,"3,621","3,728","3,728",32,14,Qui,23-09-2024
ODISHA,KHARIAR ROAD,BRINJAL,"1,500","1,600","1,600",14,14,Qui,23-09-2024
PUDUCHERRY,THATTANCHAVADY,RAGI,"3,327","3,579","3,579",14,14,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,CAPSICUM,"3,000","3,000","3,006",14,14,Qui,23-09-2024
RAJASTHAN,BAJJU,ISABGOL,"10,600","12,450","12,450",5,14,Qui,23-09-2024
RAJASTHAN,GOLUWALA,WHEAT,"2,540","2,540","2,565",14,14,Qui,23-09-2024
TAMIL NADU,GINGEE,URAD (BLACK GRAM),"5,000","8,909","8,909",22,14,Qui,23-09-2024
TAMIL NADU,SATHYAMANGALAM,BANANA OTHERS,"1,500","1,500","1,500",14,14,Qui,23-09-2024
TELANGANA,BADEPALLY,GROUND NUT,"3,811","3,811","3,811",0,14,Qui,23-09-2024
TELANGANA,NARAYANPET,GREEN GRAM,"4,091","7,890","7,890",14,14,Qui,23-09-2024
UTTAR PRADESH,POWAYAN,CAULIFLOWER,"2,000","2,000","2,000",14,14,Qui,23-09-2024
WEST BENGAL,BETHUADAHARI PRINCIPAL MARKET YARD,CUCUMBER,"3,002","3,002","3,002",14,14,Qui,23-09-2024
WEST BENGAL,BISHNUPUR,PUMPKIN,"2,000","2,000","2,000",14,14,Qui,23-09-2024
ANDHRA PRADESH,PALAMANER,POTATO,"2,500","3,500","3,500",13,13,Qui,23-09-2024
HARYANA,DABWALI,BRINJAL,800,800,"2,000",13,13,Qui,23-09-2024
HARYANA,DABWALI,LADY FINGER,"2,000","2,000","3,200",13,13,Qui,23-09-2024
HARYANA,DABWALI,CAULIFLOWER,"4,000","4,000","4,000",13,13,Qui,23-09-2024
HARYANA,GOHANA,BOTTLE GOURD,"1,000","1,200","1,500",11,13,Qui,23-09-2024
HARYANA,NARWANA,LADY FINGER,"2,500","3,500","3,600",7,13,Qui,23-09-2024
HARYANA,ROHTAK,GREEN CHILLI,700,"2,000","20,000",0,13,Qui,23-09-2024
HARYANA,SONEPAT,RIDGE GOURD (TURAI),"2,500","2,500","2,500",13,13,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA,CAULIFLOWER,"5,400","5,400","5,400",13,13,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA JASSOUR,BITTER GOURD,"2,200","2,200","2,200",13,13,Qui,23-09-2024
MADHYA PRADESH,ITARSI,SOYABEANS,"4,051","4,051","4,051",153,13,Qui,23-09-2024
MAHARASHTRA,SHAHADA,WHEAT,"2,356","2,380","2,380",43,13,Qui,23-09-2024
ODISHA,BALANGIR,BRINJAL,"2,300","2,300","2,300",13,13,Qui,23-09-2024
ODISHA,BALANGIR,LADY FINGER,"2,500","2,500","2,500",13,13,Qui,23-09-2024
RAJASTHAN,BARMER,CAULIFLOWER,"3,525","3,525","3,525",13,13,Qui,23-09-2024
RAJASTHAN,BEGU,WHEAT,"2,530","2,530","2,530",13,13,Qui,23-09-2024
RAJASTHAN,BHILWARA,MUSTARD,"6,055","6,055","6,076",13,13,Qui,23-09-2024
RAJASTHAN,CHOMU F AND V,CABBAGE,"2,050","2,050","2,050",19,13,Qui,23-09-2024
RAJASTHAN,DOONI,URAD (BLACK GRAM),"6,300","6,800","7,750",13,13,Qui,23-09-2024
RAJASTHAN,SRI VIJAYNAGAR,WHEAT,"2,571","2,619","2,619",13,13,Qui,23-09-2024
RAJASTHAN,SURATGARH,MOONG WHOLE (GREEN GRAM),"6,900","6,900","7,220",13,13,Qui,23-09-2024
RAJASTHAN,UDAIPUR F AND V,TINDA,"3,700","3,700","3,700",36,13,Qui,23-09-2024
TAMIL NADU,KALLAKURICHI,BAJRA,"2,539","3,235","3,429",13,13,Qui,23-09-2024
TAMIL NADU,SRIVAIKUNDAM,BHINDI (LADIES FINGER),400,400,400,12,13,Qui,23-09-2024
TAMIL NADU,THIRUKOVILUR,GINGELLY_80 KG(TN),"8,662","11,862","13,362",25,13,Qui,23-09-2024
TAMIL NADU,VIKIRAVANDI,MILLET,"2,888","2,888","3,414",26,13,Qui,23-09-2024
UTTAR PRADESH,BAREILLY,BRINJAL,"1,500","1,500","1,500",13,13,Qui,23-09-2024
UTTAR PRADESH,BISALPUR,LADY FINGER,"1,650","2,469","2,469",13,13,Qui,23-09-2024
UTTAR PRADESH,RAMPUR,GREEN CHILLI,"2,510","2,570","2,590",13,13,Qui,23-09-2024
UTTARAKHAND,KASHIPUR,RIDGE GOURD (TURAI),"1,600","1,700","2,200",13,13,Qui,23-09-2024
UTTARAKHAND,RAMNAGAR,RADDISH,900,"1,000","1,000",13,13,Qui,23-09-2024
WEST BENGAL,SAMSI SUB MARKET YARD,PAPAYA,"1,520","1,520","1,520",13,13,Qui,23-09-2024
WEST BENGAL,SAMSI SUB MARKET YARD,BHINDI (LADIES FINGER),"1,420","1,420","1,420",13,13,Qui,23-09-2024
CHHATTISGARH,BHATAPARA,LAKH/TEORA,"4,622","4,622","4,622",10,12,Qui,23-09-2024
GUJARAT,BARDOLI APMC,BRINJAL,"4,100","4,600","4,600",12,12,Qui,23-09-2024
GUJARAT,RAPAR,GUAR SEEDS,"3,580","4,450","4,975",12,12,Qui,23-09-2024
HARYANA,ELLANABAD,PUMPKIN,"1,000","2,000","2,000",4,12,Qui,23-09-2024
HARYANA,FARIDABAD,ARBI (COLACASIA),"4,000","4,000","4,000",6,12,Qui,23-09-2024
HARYANA,HANSI,SPINACH (PALAK),"1,000","1,200","1,300",8,12,Qui,23-09-2024
HARYANA,NARWANA,SPINACH (PALAK),"2,000","2,000","2,000",5,12,Qui,23-09-2024
HARYANA,PALWAL,BRINJAL,"1,800","2,000","3,000",12,12,Qui,23-09-2024
HARYANA,PEHOWA,TOMATO,"2,000","2,000","2,200",12,12,Qui,23-09-2024
HARYANA,PEHOWA,APPLE -RICH RED LARGE,"5,000","5,000","5,000",12,12,Qui,23-09-2024
HARYANA,ROHTAK,CAPSICUM,"1,000","3,000","3,000",2,12,Qui,23-09-2024
HARYANA,ROHTAK,SPINACH (PALAK),700,"2,000","4,000",8,12,Qui,23-09-2024
HARYANA,SADHAURA APMC,SPONGE GOURD,"1,400","1,800","1,900",0,12,Qui,23-09-2024
HARYANA,SONEPAT,ARBI (COLACASIA),"3,000","3,200","3,200",12,12,Qui,23-09-2024
HIMACHAL PRADESH,PALAMPUR,ONION,"5,500","5,500","5,500",12,12,Qui,23-09-2024
HIMACHAL PRADESH,PALAMPUR,BOTTLE GOURD,"2,500","2,500","2,500",12,12,Qui,23-09-2024
HIMACHAL PRADESH,UNA,TOMATO,"5,000","5,000","5,000",12,12,Qui,23-09-2024
MAHARASHTRA,JALGAON,JOWAR-WHITE,"2,550","2,550","2,600",12,12,Qui,23-09-2024
MAHARASHTRA,Malkapur,MAIZE,"2,340","2,605","2,605",149,12,Qui,23-09-2024
ODISHA,BALANGIR,CABBAGE,"3,000","3,000","3,000",12,12,Qui,23-09-2024
ODISHA,JUNAGARH,BHINDI (LADIES FINGER),"1,200","1,200","1,200",12,12,Qui,23-09-2024
ODISHA,KHARIAR ROAD,LADY FINGER,"1,600","1,600","1,600",12,12,Qui,23-09-2024
RAJASTHAN,AABU ROAD,CAULIFLOWER,"3,000","3,000","3,000",12,12,Qui,23-09-2024
RAJASTHAN,AABU ROAD,LADY FINGER,700,700,700,12,12,Qui,23-09-2024
RAJASTHAN,BHINMAL,ORANGE,"3,500","3,500","3,500",12,12,Qui,23-09-2024
RAJASTHAN,PADAMPUR,WHEAT,"2,506","2,506","2,506",281,12,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,CUCUMBER,"2,900","2,900","2,900",12,12,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,CHILLIES,"3,000","3,000","3,000",12,12,Qui,23-09-2024
TAMIL NADU,KURUNJIPADY,GINGELLY_80 KG(TN),"7,112","10,887","12,012",14,12,Qui,23-09-2024
TAMIL NADU,MANAPPARAI,COTTON,"3,500","3,500","3,500",16,12,Qui,23-09-2024
TAMIL NADU,MUDHUKALATHUR,COTTON,"5,000","5,000","5,000",12,12,Qui,23-09-2024
TAMIL NADU,THIRUKOVILUR,URAD (BLACK GRAM),"3,989","8,590","8,590",24,12,Qui,23-09-2024
UTTAR PRADESH,DADRI UP,BOTTLE GOURD,"1,300","1,300","1,300",12,12,Qui,23-09-2024
UTTAR PRADESH,GORAKHPUR,IVY GOURD (KUNDRU),720,720,720,12,12,Qui,23-09-2024
UTTAR PRADESH,HARDOI,PUMPKIN,"1,200","1,200","1,200",12,12,Qui,23-09-2024
UTTAR PRADESH,KHALILABAD,POINTED GOURD (PARWAL),"2,400","2,400","2,400",12,12,Qui,23-09-2024
UTTAR PRADESH,MUZZAFFARNAGAR,CAULIFLOWER,"3,000","3,000","3,000",12,12,Qui,23-09-2024
UTTAR PRADESH,NAUGARH APMC,BHINDI (LADIES FINGER),"1,550","1,555","1,555",12,12,Qui,23-09-2024
UTTAR PRADESH,RASRA APMC,POINTED GOURD (PARWAL),"1,800","1,800","1,800",12,12,Qui,23-09-2024
UTTARAKHAND,HALDWANI,POINTED GOURD (PARWAL),800,900,900,12,12,Qui,23-09-2024
WEST BENGAL,BETHUADAHARI PRINCIPAL MARKET YARD,GREEN CHILLI,"6,003","6,003","6,003",12,12,Qui,23-09-2024
WEST BENGAL,DHUPGURI PRINCIPAL MARKET YARD,BITTER GOURD,"3,500","3,500","3,500",12,12,Qui,23-09-2024
WEST BENGAL,DHUPGURI PRINCIPAL MARKET YARD,TOMATO,"4,700","4,700","4,700",12,12,Qui,23-09-2024
HARYANA,NARAINGARH APMC,BANANA WHITE CHAKRAKELI,"2,700","2,700","2,700",11,11,Qui,23-09-2024
HARYANA,NARWANA,TOMATO,"4,000","4,000","4,000",9,11,Qui,23-09-2024
HARYANA,PALWAL,LADY FINGER,"2,000","2,000","2,000",11,11,Qui,23-09-2024
HARYANA,ROHTAK,ORANGE,"2,000","4,000","5,000",0,11,Qui,23-09-2024
MADHYA PRADESH,BARELI,CHANA (BENGAL GRAM)-DESI,"7,201","7,201","7,240",11,11,Qui,23-09-2024
MAHARASHTRA,AHMEDNAGAR,TUR/ARHAR,"8,785","8,785","8,785",11,11,Qui,23-09-2024
MAHARASHTRA,JALGAON,SOYABEANS,"4,125","4,125","4,350",10,11,Qui,23-09-2024
MAHARASHTRA,MANORA,MOONG WHOLE (GREEN GRAM),"2,001","7,251","7,251",12,11,Qui,23-09-2024
ODISHA,NILGIRI,PAPAYA,"1,250","1,250","1,250",11,11,Qui,23-09-2024
ODISHA,NILGIRI,BRINJAL,"2,200","2,200","2,200",11,11,Qui,23-09-2024
RAJASTHAN,AABU ROAD,TOMATO,"3,000","3,000","3,000",11,11,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,ORANGE,"5,000","5,000","5,004",6,11,Qui,23-09-2024
RAJASTHAN,M. KISHANGARH,CUMMIN,"21,300","21,645","21,645",10,11,Qui,23-09-2024
RAJASTHAN,PRATAPGARH RJ,CORIANDAR,"4,600","4,780","5,459",11,11,Qui,23-09-2024
RAJASTHAN,RATANGARH,BOTTLE GOURDE,745,"1,179","3,696",11,11,Qui,23-09-2024
RAJASTHAN,RIDMALSAR,MUSTARD SEED,"6,050","6,050","6,050",10,11,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,CAPSICUM,"6,700","6,700","6,700",11,11,Qui,23-09-2024
TAMIL NADU,KUMBAKONAM,COTTON,"7,550","7,550","7,550",13,11,Qui,23-09-2024
TAMIL NADU,SATHYAMANGALAM,BANANA MONTHAN,"1,400","1,400","1,400",11,11,Qui,23-09-2024
TAMIL NADU,ULUNDURPETTAI,MILLET,"3,089","3,149","3,149",12,11,Qui,23-09-2024
TAMIL NADU,VILLUPURAM,GROUNDNUT KERNEL_80 KG(TN),"8,153","8,153","8,612",12,11,Qui,23-09-2024
TELANGANA,NIZAMABAD,GINGILY (SESAME SEED)- WHITE,"11,971","13,025","13,025",12,11,Qui,23-09-2024
UTTAR PRADESH,BARABANKI,BRINJAL,"1,930","1,930","1,935",11,11,Qui,23-09-2024
UTTAR PRADESH,DADRI UP,BRINJAL,"1,000","1,020","1,020",11,11,Qui,23-09-2024
UTTAR PRADESH,KOSIKALAN,CUCUMBER,"2,000","2,000","2,050",11,11,Qui,23-09-2024
WEST BENGAL,DHUPGURI PRINCIPAL MARKET YARD,CUCUMBER,"2,900","2,900","2,900",11,11,Qui,23-09-2024
WEST BENGAL,DHUPGURI PRINCIPAL MARKET YARD,RIDGE GOURD (TURAI),"1,600","1,600","1,600",11,11,Qui,23-09-2024
WEST BENGAL,SAMSHERGANJ KRISHAK BAZAR,PUMPKIN,"1,750","1,750","1,750",11,11,Qui,23-09-2024
ANDHRA PRADESH,PALAMANER,BRINJAL,"2,000","2,000","3,000",10,10,Qui,23-09-2024
BIHAR,CHHAPRA,WHEAT,"2,500","2,500","2,500",10,10,Qui,23-09-2024
CHHATTISGARH,JAGDALPUR,MAIZE,"2,080","2,080","2,080",10,10,Qui,23-09-2024
GUJARAT,DHARI,WHEAT,"2,575","2,610","2,825",10,10,Qui,23-09-2024
GUJARAT,WANKANER APMC,BAJRA,"2,135","2,135","2,135",10,10,Qui,23-09-2024
GUJARAT,WANKANER APMC,JOWAR,"3,790","3,790","3,790",10,10,Qui,23-09-2024
HARYANA,BARARA,RADDISH,"1,000","1,000","1,000",10,10,Qui,23-09-2024
HARYANA,BARARA,POTATO,"1,800","1,800","1,800",10,10,Qui,23-09-2024
HARYANA,BARARA,TOMATO,"2,000","2,000","2,000",10,10,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,ONION,"4,000","4,000","4,000",10,10,Qui,23-09-2024
HARYANA,FARIDABAD,ORANGE,"3,000","3,000","3,000",10,10,Qui,23-09-2024
HARYANA,KALANWALI,PUMPKIN,800,800,800,10,10,Qui,23-09-2024
HARYANA,KHARKHODA,CUCUMBER,"1,500","2,000","2,000",12,10,Qui,23-09-2024
HARYANA,MEHAM APMC,BOTTLE GOURD,500,500,500,10,10,Qui,23-09-2024
HARYANA,NARAINGARH APMC,ONION RED,"3,200","3,200","3,200",10,10,Qui,23-09-2024
HARYANA,NARAINGARH APMC,BOTTLE GOURDE,"1,000","1,000","1,000",10,10,Qui,23-09-2024
HARYANA,NARAINGARH APMC,GREEN CHILLI,"1,500","2,000","2,500",10,10,Qui,23-09-2024
HARYANA,NARWANA,BITTER GOURD,"2,500","2,500","2,500",4,10,Qui,23-09-2024
HARYANA,PALWAL,BITTER GOURD,"1,500","2,000","2,000",10,10,Qui,23-09-2024
HARYANA,ROHTAK,PINE APPLE,"2,500","2,500","3,000",0,10,Qui,23-09-2024
HARYANA,SADHAURA APMC,CAULIFLOWER,"3,500","4,000","4,500",8,10,Qui,23-09-2024
HARYANA,SIRSA,BRINJAL,"1,300","1,600","1,600",10,10,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA,APPLE,"10,000","10,000","10,000",10,10,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA,SWEET LEMON (MOSAMBI),"5,500","5,500","5,500",10,10,Qui,23-09-2024
HIMACHAL PRADESH,PALAMPUR,BHINDI (LADIES FINGER),"2,500","2,500","2,500",10,10,Qui,23-09-2024
MADHYA PRADESH,BERASIA,CHANA (BENGAL GRAM)-DESI,"6,900","6,900","6,900",0,10,Qui,23-09-2024
MADHYA PRADESH,JABALPUR,TUR/ARHAR,"8,500","8,505","9,360",14,10,Qui,23-09-2024
MADHYA PRADESH,KHETIYA,COTTON,"6,400","6,400","6,910",275,10,Qui,23-09-2024
MAHARASHTRA,SANGAMNER,MAIZE,"1,700","1,700","1,700",16,10,Qui,23-09-2024
MAHARASHTRA,SHIRUR,SOYABEANS,"4,500","4,500","4,500",10,10,Qui,23-09-2024
MAHARASHTRA,SHIRUR,GROUND NUT,"5,000","5,000","5,000",10,10,Qui,23-09-2024
MAHARASHTRA,SINDI,TUR/ARHAR,"3,200","8,605","10,125",3,10,Qui,23-09-2024
ODISHA,CHANDBALI,PAPAYA,780,780,780,10,10,Qui,23-09-2024
ODISHA,CHANDBALI,RIDGE GOURD (TURAI),"1,370","1,370","1,370",10,10,Qui,23-09-2024
ODISHA,CHANDBALI,SPINACH (PALAK),"1,080","1,080","1,080",10,10,Qui,23-09-2024
ODISHA,HINJILICUT,LOBIA PODS,"2,800","2,800","2,800",10,10,Qui,23-09-2024
ODISHA,JAJPUR,BRINJAL,"2,700","2,700","2,700",10,10,Qui,23-09-2024
ODISHA,JATNI,BITTER GOURD,"2,600","2,600","2,600",10,10,Qui,23-09-2024
ODISHA,SARGIPALI,CAULIFLOWER,"5,000","5,000","5,000",10,10,Qui,23-09-2024
RAJASTHAN,BAYANA,SOUNF,"5,950","5,950","5,950",10,10,Qui,23-09-2024
RAJASTHAN,BHINMAL,CUCUMBER,"1,400","1,400","1,400",10,10,Qui,23-09-2024
RAJASTHAN,BIJAY NAGAR,MOONG WHOLE (GREEN GRAM),"4,545","4,545","4,545",277,10,Qui,23-09-2024
RAJASTHAN,BIKANER GRAIN,WHEAT,"2,570","2,627","2,627",10,10,Qui,23-09-2024
RAJASTHAN,GAJSINGHPUR,CHANA (BENGAL GRAM),"6,900","7,361","7,361",2,10,Qui,23-09-2024
RAJASTHAN,IKLERA,BENGAL GRAM LOCAL,"6,295","6,325","6,422",8,10,Qui,23-09-2024
RAJASTHAN,JALORE,GREEN CHILLI,"2,800","2,800","2,800",10,10,Qui,23-09-2024
RAJASTHAN,JHUNJHUNU,MOONG WHOLE (GREEN GRAM),"4,000","4,000","5,600",10,10,Qui,23-09-2024
RAJASTHAN,JODHPUR GRAIN,CORIANDER WHOLE,"6,400","6,400","6,400",0,10,Qui,23-09-2024
RAJASTHAN,NOHAR,WHEAT,"2,606","2,606","2,606",10,10,Qui,23-09-2024
RAJASTHAN,PADAMPUR,BARLEY (JAU),"2,115","2,115","2,115",0,10,Qui,23-09-2024
RAJASTHAN,RAWATSAR,MOONG WHOLE (GREEN GRAM),"7,151","7,151","7,541",9,10,Qui,23-09-2024
RAJASTHAN,SADULSHAHAR,BARLEY (JAU),"2,186","2,186","2,186",10,10,Qui,23-09-2024
RAJASTHAN,SANGARIYA,GUAR SEEDS,"4,400","4,400","4,400",10,10,Qui,23-09-2024
RAJASTHAN,UDAIPUR F AND V,PUMPKIN,800,800,800,24,10,Qui,23-09-2024
RAJASTHAN,UDAIPUR GRAIN,SOYABEANS,"4,200","4,200","4,200",0,10,Qui,23-09-2024
TAMIL NADU,SRIVAIKUNDAM,SNAKE GOURD,500,500,500,10,10,Qui,23-09-2024
TAMIL NADU,THIRUKOVILUR,KODO MILLET,"3,125","3,150","3,480",17,10,Qui,23-09-2024
TAMIL NADU,THIRUKOVILUR,RAGI,"3,100","3,541","3,541",23,10,Qui,23-09-2024
TELANGANA,JOGIPET,JOWAR,"2,200","2,200","2,200",6,10,Qui,23-09-2024
TELANGANA,NIZAMABAD,TURMERIC CHURA,"8,006","8,106","10,011",16,10,Qui,23-09-2024
UTTAR PRADESH,BADAUN,BRINJAL,800,800,800,3,10,Qui,23-09-2024
UTTAR PRADESH,ETAWAH,BOTTLE GOURD,"1,200","1,200","1,200",10,10,Qui,23-09-2024
UTTAR PRADESH,GOLAGOKARNATH,ARBI (COLACASIA),"1,000","1,000","1,000",10,10,Qui,23-09-2024
UTTAR PRADESH,GORAKHPUR,BOTTLE GOURD,720,720,720,10,10,Qui,23-09-2024
UTTAR PRADESH,GORAKHPUR,LADY FINGER,720,720,720,10,10,Qui,23-09-2024
UTTAR PRADESH,HARDOI,BOTTLE GOURD,"1,500","1,500","1,500",10,10,Qui,23-09-2024
UTTAR PRADESH,KHALILABAD,CAULIFLOWER,"3,500","3,500","3,500",10,10,Qui,23-09-2024
UTTAR PRADESH,MUZZAFFARNAGAR,GREEN CHILLI,"2,680","2,680","2,680",10,10,Qui,23-09-2024
UTTAR PRADESH,NAJIBABAD APMC,GREEN CHILLI,"4,100","4,100","4,100",10,10,Qui,23-09-2024
UTTAR PRADESH,NAUGARH APMC,CAULIFLOWER,"1,540","1,540","1,540",10,10,Qui,23-09-2024
UTTAR PRADESH,POWAYAN,PUMPKIN,"1,000","1,000","1,000",10,10,Qui,23-09-2024
UTTAR PRADESH,RAE BARELI,WHEAT,"2,500","2,500","2,500",10,10,Qui,23-09-2024
UTTAR PRADESH,RAE BARELI,PUMPKIN,700,700,700,10,10,Qui,23-09-2024
UTTAR PRADESH,RASRA APMC,BITTER GOURD,"1,600","1,600","1,600",10,10,Qui,23-09-2024
UTTAR PRADESH,TUNDLA,MOONG WHOLE (GREEN GRAM),"7,100","7,100","7,100",10,10,Qui,23-09-2024
UTTARAKHAND,KICHHA,POTATO,"1,200","1,200","1,200",10,10,Qui,23-09-2024
UTTARAKHAND,ROORKEE,RADDISH,"1,500","1,500","1,500",10,10,Qui,23-09-2024
UTTARAKHAND,ROORKEE,CUCUMBER,"1,500","1,500","1,500",10,10,Qui,23-09-2024
UTTARAKHAND,VIKASNAGAR,CAULIFLOWER,"3,000","3,000","3,000",10,10,Qui,23-09-2024
UTTARAKHAND,VIKASNAGAR,LADY FINGER,"1,500","1,500","1,500",10,10,Qui,23-09-2024
UTTARAKHAND,VIKASNAGAR,FRENCH BEAN,"2,500","2,500","2,500",10,10,Qui,23-09-2024
WEST BENGAL,DHUPGURI PRINCIPAL MARKET YARD,PUMPKIN,"1,800","1,800","1,800",10,10,Qui,23-09-2024
WEST BENGAL,KALNA SUB MARKET YARD,PAPAYA,"1,500","1,500","1,500",10,10,Qui,23-09-2024
WEST BENGAL,KALNA SUB MARKET YARD,POTATO,"2,600","2,600","2,600",10,10,Qui,23-09-2024
ANDHRA PRADESH,PALAMANER,BEANS -CLUSTER,"3,000","3,000","4,000",9,9,Qui,23-09-2024
CHHATTISGARH,RAJNANDGAON,CHANA (BENGAL GRAM),"6,800","6,800","6,800",9,9,Qui,23-09-2024
HARYANA,CH DADRI,BANANA,"3,000","4,000","4,000",12,9,Qui,23-09-2024
HARYANA,FARIDABAD,GUAVA,"3,000","3,000","3,000",0,9,Qui,23-09-2024
HARYANA,HANSI,SWEET CORN,"1,200","2,500","3,000",1,9,Qui,23-09-2024
HARYANA,HANSI,ARBI (COLACASIA),"2,500","2,500","3,000",5,9,Qui,23-09-2024
HARYANA,NARAINGARH APMC,RADDISH,600,600,"1,000",9,9,Qui,23-09-2024
HARYANA,NARWANA,CAULIFLOWER,"4,000","5,000","5,000",8,9,Qui,23-09-2024
HARYANA,PUNDRI,BOTTLE GOURD,800,800,"1,000",9,9,Qui,23-09-2024
HARYANA,PUNDRI,TOMATO,900,900,"1,900",9,9,Qui,23-09-2024
HARYANA,SADHAURA APMC,BANANA,"2,400","2,500","2,500",4,9,Qui,23-09-2024
HARYANA,SIRSA,CABBAGE,"1,300","1,300","1,300",9,9,Qui,23-09-2024
MAHARASHTRA,DIGRAS,CHANA (BENGAL GRAM),"7,000","7,000","7,475",9,9,Qui,23-09-2024
ODISHA,BALANGIR,CUCUMBER,"2,000","2,000","2,000",9,9,Qui,23-09-2024
ODISHA,CHAMPUA,BRINJAL,"2,500","2,500","2,500",9,9,Qui,23-09-2024
ODISHA,HINJILICUT,BHINDI (LADIES FINGER),"1,600","1,600","1,600",9,9,Qui,23-09-2024
ODISHA,JAGATSINGHPUR,PAPAYA,"2,500","2,500","2,500",9,9,Qui,23-09-2024
ODISHA,JAJPUR,POINTED GOURD (PARWAL),"2,800","2,800","2,800",9,9,Qui,23-09-2024
ODISHA,JUNAGARH,BITTER GOURD,"2,200","2,200","2,200",9,9,Qui,23-09-2024
ODISHA,KUCHINDA,POINTED GOURD (PARWAL),"2,200","2,200","2,200",9,9,Qui,23-09-2024
ODISHA,NILGIRI,CUCUMBER,"1,500","1,500","1,500",9,9,Qui,23-09-2024
ODISHA,SARGIPALI,BRINJAL,"3,000","3,000","3,000",9,9,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,PUMPKIN,"1,200","1,204","1,204",9,9,Qui,23-09-2024
RAJASTHAN,CHITTORGARH,CUCUMBER,"2,400","2,400","2,400",9,9,Qui,23-09-2024
RAJASTHAN,PRATAPGARH RJ,MAIZE,"2,451","2,680","2,707",9,9,Qui,23-09-2024
RAJASTHAN,RAJSAMAND,TOMATO,"5,300","5,300","5,300",34,9,Qui,23-09-2024
RAJASTHAN,RATANGARH,CAPSICUM,770,870,870,9,9,Qui,23-09-2024
RAJASTHAN,SIKAR,POMEGRANATE,"5,000","5,000","5,400",0,9,Qui,23-09-2024
RAJASTHAN,SIKAR,CABBAGE,"2,300","2,300","2,400",5,9,Qui,23-09-2024
RAJASTHAN,SOJAT ROAD,GUAR SEEDS,"4,700","5,000","5,200",9,9,Qui,23-09-2024
TAMIL NADU,KULASEKHARAM,BANANA,"3,000","3,000","3,000",9,9,Qui,23-09-2024
TAMIL NADU,THAMMAMPATTI,TURMERIC FINGER,"10,588","10,588","10,588",9,9,Qui,23-09-2024
